Province/State,Country/Region,Lat,Long_,Total Cases,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio,Recovery rate,Death rate,hover_name,New Cases,New Recovered,New Deaths
Jiangxi,China,27.614,115.7221,937,1,936,0,2.01592082616179,0.10672358591248668,0.9989327641408752,0.0010672358591248667,"Jiangxi, China",0,0,0
Jilin,China,43.6661,126.1923,155,2,147,6,0.5732248520710059,1.2903225806451613,0.9483870967741935,0.012903225806451613,"Jilin, China",0,0,0
Junin,Peru,-11.541783,-74.876968,1896,19,0,1877,139.25817113477785,1.0021097046413503,0.0,0.010021097046413503,"Junin, Peru",0,0,0
Kabardino-Balkarian Republic,Russia,43.480604799999995,43.5978976,2978,21,1272,1685,343.94822066276436,0.7051712558764271,0.4271323035594359,0.007051712558764272,"Kabardino-Balkarian Republic, Russia",0,0,0
Kagawa,Japan,34.217292,133.969047,28,0,28,0,2.927807584485548,0.0,1.0,0.0,"Kagawa, Japan",0,0,0
Kagoshima,Japan,31.009484000000004,130.430665,10,0,10,0,0.6241133689452422,0.0,1.0,0.0,"Kagoshima, Japan",0,0,0
Kaliningrad Oblast,Russia,54.7293041,21.1489473,1607,24,670,913,161.57265390373408,1.4934660858743,0.4169259489732421,0.014934660858743,"Kaliningrad Oblast, Russia",0,0,0
Kalmykia Republic,Russia,46.2313018,45.3275745,1085,15,518,552,393.9538075544728,1.3824884792626728,0.4774193548387097,0.013824884792626729,"Kalmykia Republic, Russia",0,0,0
Kaluga Oblast,Russia,54.438277299999996,35.5272854,4092,32,1614,2446,404.3254523465105,0.7820136852394917,0.3944281524926686,0.007820136852394917,"Kaluga Oblast, Russia",0,0,0
Kamchatka Krai,Russia,57.191488199999995,160.03838190000005,916,8,269,639,290.28036139271194,0.8733624454148472,0.29366812227074235,0.008733624454148471,"Kamchatka Krai, Russia",0,0,0
Kanagawa,Japan,35.415312,139.338983,1372,86,1104,182,14.915851549443872,6.268221574344024,0.8046647230320699,0.06268221574344024,"Kanagawa, Japan",0,0,0
Karachay-Cherkess Republic,Russia,43.7368326,41.7267991,1204,5,340,859,258.2001050814381,0.4152823920265781,0.2823920265780731,0.004152823920265781,"Karachay-Cherkess Republic, Russia",0,0,0
Karelia Republic,Russia,62.61940309999999,33.4920267,453,1,191,261,72.77295480687054,0.22075055187637968,0.4216335540838852,0.002207505518763797,"Karelia Republic, Russia",0,0,0
Kemerovo Oblast,Russia,54.53357809999999,87.342861,589,7,259,323,21.85628509204687,1.1884550084889642,0.4397283531409168,0.011884550084889643,"Kemerovo Oblast, Russia",0,0,0
Khabarovsk Krai,Russia,51.6312684,136.121524,2209,12,1083,1114,166.30254264466967,0.5432322317790855,0.4902670891806247,0.005432322317790856,"Khabarovsk Krai, Russia",0,0,0
Khakassia Republic,Russia,53.72258845,91.44293627,1020,10,585,425,189.7628522472945,0.9803921568627452,0.5735294117647058,0.00980392156862745,"Khakassia Republic, Russia",0,0,0
Khanty-Mansi Autonomous Okrug,Russia,61.0259025,69.0982628,2736,18,870,1848,178.56175554399658,0.6578947368421053,0.31798245614035087,0.006578947368421052,"Khanty-Mansi Autonomous Okrug, Russia",0,0,0
Kharkiv Oblast,Ukraine,49.9935,36.2304,1105,48,448,609,41.29917872565311,4.343891402714932,0.40542986425339367,0.04343891402714932,"Kharkiv Oblast, Ukraine",0,0,0
Kherson Oblast,Ukraine,46.6354,32.6169,178,3,161,14,17.15431170733588,1.6853932584269662,0.9044943820224719,0.016853932584269662,"Kherson Oblast, Ukraine",0,0,0
Khmelnytskyi Oblast,Ukraine,49.423,26.9871,458,11,245,202,36.21397875393867,2.4017467248908297,0.5349344978165939,0.024017467248908297,"Khmelnytskyi Oblast, Ukraine",0,0,0
Kiev,Ukraine,50.4501,30.5234,3071,69,718,2284,104.07347160092178,2.2468251383914035,0.23380006512536633,0.022468251383914034,"Kiev, Ukraine",0,0,0
Kiev Oblast,Ukraine,50.053,30.7667,1623,36,399,1188,91.80175797821192,2.2181146025878005,0.24584103512014788,0.022181146025878003,"Kiev Oblast, Ukraine",0,0,0
Kirov Oblast,Russia,57.9665589,49.4074599,1828,17,981,830,142.4521406005745,0.9299781181619255,0.5366520787746171,0.009299781181619256,"Kirov Oblast, Russia",0,0,0
Kirovohrad Oblast,Ukraine,48.5079,32.2623,516,25,403,88,54.571471177062215,4.844961240310077,0.7810077519379846,0.04844961240310078,"Kirovohrad Oblast, Ukraine",0,0,0
Kochi,Japan,33.422519,133.367307,74,3,71,0,10.601278743433296,4.0540540540540535,0.9594594594594594,0.04054054054054054,"Kochi, Japan",0,0,0
Komi Republic,Russia,63.9881421,54.3326073,1393,24,748,621,165.66116405212205,1.7229002153625268,0.5369705671213209,0.01722900215362527,"Komi Republic, Russia",0,0,0
Kostroma Oblast,Russia,58.424756,44.253327299999995,804,11,420,373,124.97590638620665,1.3681592039800996,0.5223880597014925,0.013681592039800995,"Kostroma Oblast, Russia",0,0,0
Krasnodar Krai,Russia,45.768401399999995,39.0261044,3987,36,2842,1109,71.15297443347099,0.9029345372460496,0.7128166541259092,0.009029345372460496,"Krasnodar Krai, Russia",0,0,0
Krasnoyarsk Krai,Russia,63.3233807,97.09799740000001,4530,40,1259,3231,157.48321656514852,0.8830022075055187,0.277924944812362,0.008830022075055188,"Krasnoyarsk Krai, Russia",0,0,0
Kumamoto,Japan,32.608154,130.74523100000002,47,3,42,2,2.6894533943476846,6.382978723404255,0.8936170212765957,0.06382978723404255,"Kumamoto, Japan",0,0,0
Kurgan Oblast,Russia,55.7655302,64.5632681,252,0,134,118,29.80354496609847,0.0,0.5317460317460317,0.0,"Kurgan Oblast, Russia",0,0,0
Kursk Oblast,Russia,51.6568453,36.4852695,3123,13,1452,1658,280.0301639920483,0.4162664105027217,0.46493756003842457,0.004162664105027218,"Kursk Oblast, Russia",0,0,0
Kyoto,Japan,35.253815,135.443341,358,17,325,16,13.860083617342449,4.748603351955309,0.9078212290502793,0.04748603351955307,"Kyoto, Japan",0,0,0
La Guajira,Colombia,11.3548,-72.5205,64,4,26,34,7.268102116834742,6.25,0.40625,0.0625,"La Guajira, Colombia",0,0,0
La Libertad,Peru,-7.92139,-78.370238,4898,199,0,4699,242.85997619992068,4.062882809309922,0.0,0.04062882809309922,"La Libertad, Peru",0,0,0
La Rioja,Spain,42.2871,-2.5396,4052,361,3107,584,1292.211333318451,8.909180651530109,0.766781836130306,0.08909180651530109,"La Rioja, Spain",0,0,0
Lambayeque,Peru,-6.353049,-79.824113,8811,616,0,8195,672.1849252364967,6.991260923845194,0.0,0.06991260923845194,"Lambayeque, Peru",0,0,0
Lazio,Italy,41.89277044,12.48366722,7743,741,4155,2847,131.70423545716832,9.569934134056568,0.5366137156141031,0.09569934134056567,"Lazio, Italy",0,0,0
Leningrad Oblast,Russia,60.185329599999996,32.3925325,2928,15,1674,1239,161.42762000114675,0.5122950819672131,0.5717213114754098,0.005122950819672131,"Leningrad Oblast, Russia",0,0,0
Liaoning,China,41.2956,122.6085,149,2,147,0,0.3418215186969488,1.342281879194631,0.9865771812080537,0.013422818791946308,"Liaoning, China",0,0,0
Liguria,Italy,44.41149315,8.9326992,9734,1468,7720,546,627.7408037971418,15.081158824738033,0.7930963632627902,0.1508115882473803,"Liguria, Italy",0,0,0
Lima,Peru,-11.766533,-76.60449799999998,103020,1786,0,101234,969.2807075316366,1.7336439526305572,0.0,0.01733643952630557,"Lima, Peru",0,0,0
Lipetsk Oblast,Russia,52.693517799999995,39.112266399999996,2261,6,742,1513,196.57433787659718,0.26536930561698363,0.3281733746130031,0.0026536930561698365,"Lipetsk Oblast, Russia",0,0,0
Lombardia,Italy,45.46679409,9.190347404,89205,16143,52807,20255,886.6790304410066,18.096519253405077,0.5919735440838518,0.18096519253405077,"Lombardia, Italy",0,0,0
Loreto,Peru,-4.124847,-74.424115,5133,297,0,4836,499.51342934994165,5.786090005844534,0.0,0.05786090005844535,"Loreto, Peru",0,0,0
Los Lagos,Chile,-41.9198,-72.1416,894,0,0,894,107.87877032682199,0.0,0.0,0.0,"Los Lagos, Chile",0,0,0
Los Rios,Chile,-40.231,-72.3311,368,0,0,368,95.62490093208294,0.0,0.0,0.0,"Los Rios, Chile",0,0,0
Luhansk Oblast,Ukraine,48.574,39.3078,47,0,40,7,2.184184367467178,0.0,0.851063829787234,0.0,"Luhansk Oblast, Ukraine",0,0,0
Lviv Oblast,Ukraine,49.8397,24.0297,1734,58,438,1238,68.75438388498748,3.344867358708189,0.25259515570934254,0.03344867358708189,"Lviv Oblast, Ukraine",0,0,0
Macau,China,22.1667,113.55,45,0,45,0,6.930092308829553,0.0,1.0,0.0,"Macau, China",0,0,0
Madre de Dios,Peru,-11.972699,-70.53171999999998,519,6,0,513,298.6191024165708,1.1560693641618498,0.0,0.011560693641618497,"Madre de Dios, Peru",0,0,0
Madrid,Spain,40.4168,-3.7038,68960,8691,40736,19533,1038.2963628460338,12.60295823665893,0.5907192575406033,0.12602958236658932,"Madrid, Spain",0,0,0
Magadan Oblast,Russia,62.48858785,153.9903764,248,3,199,46,172.11345607983844,1.2096774193548387,0.8024193548387096,0.012096774193548387,"Magadan Oblast, Russia",0,0,0
Magallanes,Chile,-52.368,-70.9863,1060,0,0,1060,636.5104814060877,0.0,0.0,0.0,"Magallanes, Chile",0,0,0
Magdalena,Colombia,10.4113,-74.4057,635,41,262,332,47.32639411632306,6.456692913385828,0.4125984251968504,0.06456692913385827,"Magdalena, Colombia",0,0,0
Manitoba,Canada,53.7609,-98.8139,297,7,278,12,21.56053246529807,2.356902356902357,0.936026936026936,0.02356902356902357,"Manitoba, Canada",0,0,0
Maranhao,Brazil,-4.9609,-45.2744,36625,997,0,35628,517.6546013451812,2.7221843003412967,0.0,0.02722184300341297,"Maranhao, Brazil",0,0,0
Marche,Italy,43.61675973,13.5188753,6734,987,4421,1326,441.4953146031099,14.656964656964655,0.6565191565191565,0.14656964656964658,"Marche, Italy",0,0,0
Mari El Republic,Russia,56.576750399999995,47.881751200000004,1854,13,1445,396,271.7148371836039,0.7011866235167206,0.7793959007551241,0.007011866235167206,"Mari El Republic, Russia",0,0,0
Martinique,France,14.6415,-61.0242,200,14,98,88,53.29567105911822,7.0,0.49,0.07,"Martinique, France",0,0,0
Mato Grosso,Brazil,-12.6819,-56.9211,2709,70,0,2639,77.74505476592397,2.5839793281653747,0.0,0.025839793281653745,"Mato Grosso, Brazil",0,0,0
Mato Grosso do Sul,Brazil,-20.7722,-54.7852,1646,20,0,1626,59.23023721602053,1.2150668286755772,0.0,0.012150668286755772,"Mato Grosso do Sul, Brazil",0,0,0
Maule,Chile,-35.5183,-71.6885,1381,0,0,1381,132.15943346571606,0.0,0.0,0.0,"Maule, Chile",0,0,0
Mayotte,France,-12.8275,45.166244,1986,24,1473,489,727.9711743941822,1.2084592145015105,0.7416918429003021,0.012084592145015106,"Mayotte, France",0,0,0
Mecklenburg-Vorpommern,Germany,53.6127,12.4296,761,20,722,19,47.276624163262774,2.628120893561104,0.9487516425755584,0.026281208935611037,"Mecklenburg-Vorpommern, Germany",0,0,0
Melilla,Spain,35.2923,-2.9381,122,2,125,0,144.05648903635654,1.639344262295082,1.0245901639344261,0.01639344262295082,"Melilla, Spain",0,0,0
Meta,Colombia,3.272,-73.0877,977,10,600,367,93.96742590807928,1.0235414534288638,0.6141248720573184,0.01023541453428864,"Meta, Colombia",0,0,0
Metropolitana,Chile,-33.4376,-70.6505,88194,0,0,88194,1239.9322461677582,0.0,0.0,0.0,"Metropolitana, Chile",0,0,0
Mexico,Mexico,19.4969,-99.7233,15720,1205,12585,1930,90.2007655589148,7.665394402035623,0.8005725190839694,0.07665394402035623,"Mexico, Mexico",0,0,0
Michoacan,Mexico,19.5665,-101.7068,2022,175,1455,392,41.903253221856595,8.654797230464888,0.7195845697329377,0.08654797230464886,"Michoacan, Mexico",0,0,0
Mie,Japan,34.508018,136.376013,45,1,44,0,2.526837825302294,2.2222222222222223,0.9777777777777777,0.022222222222222223,"Mie, Japan",0,0,0
Minas Gerais,Brazil,-18.5122,-44.555,10939,289,0,10650,51.675128730781076,2.6419233933631956,0.0,0.02641923393363196,"Minas Gerais, Brazil",0,0,0
Miyagi,Japan,38.446859,140.927086,88,1,87,0,3.8155278977958815,1.1363636363636365,0.9886363636363636,0.011363636363636364,"Miyagi, Japan",0,0,0
Miyazaki,Japan,32.193203999999994,131.299374,17,0,17,0,1.583898645393976,0.0,1.0,0.0,"Miyazaki, Japan",0,0,0
Molise,Italy,41.55774754,14.65916051,436,22,281,133,142.66222101519222,5.045871559633029,0.6444954128440367,0.05045871559633028,"Molise, Italy",0,0,0
Montserrat,United Kingdom,16.742498,-62.187366,11,1,10,0,220.0440088017604,9.090909090909092,0.9090909090909091,0.09090909090909091,"Montserrat, United Kingdom",0,0,0
Moquegua,Peru,-16.860271,-70.839046,509,2,0,507,264.1411520498184,0.3929273084479371,0.0,0.003929273084479371,"Moquegua, Peru",0,0,0
Mordovia Republic,Russia,54.4419829,44.466114399999995,1970,13,898,1059,244.70347404404168,0.6598984771573604,0.4558375634517767,0.006598984771573604,"Mordovia Republic, Russia",0,0,0
Morelos,Mexico,18.6813,-99.1013,1438,273,943,222,70.35025424914558,18.98470097357441,0.6557719054242003,0.1898470097357441,"Morelos, Mexico",0,0,0
Moscow,Russia,55.7504461,37.6174943,185374,2624,88269,94481,1482.225037476608,1.4155167391327803,0.4761671000248147,0.014155167391327802,"Moscow, Russia",0,0,0
Moscow Oblast,Russia,55.50431579999999,38.0353929,40455,495,8809,31151,539.1566606271704,1.2235817575083423,0.21774811518971696,0.012235817575083427,"Moscow Oblast, Russia",0,0,0
Murcia,Spain,37.9922,-1.1307,1603,148,2180,0,107.7528983378628,9.232688708671242,1.3599500935745477,0.09232688708671241,"Murcia, Spain",0,0,0
Murmansk Oblast,Russia,68.00004179999999,33.9999151,3296,7,2192,1097,437.39226097030485,0.21237864077669905,0.6650485436893204,0.00212378640776699,"Murmansk Oblast, Russia",0,0,0
Mykolaiv Oblast,Ukraine,46.975,31.9946,294,7,173,114,11.657317682921754,2.380952380952381,0.5884353741496599,0.023809523809523808,"Mykolaiv Oblast, Ukraine",0,0,0
Nagano,Japan,36.132134,138.045528,75,0,69,6,3.660697289619727,0.0,0.92,0.0,"Nagano, Japan",0,0,0
Nagasaki,Japan,33.235712,129.608033,17,1,16,0,1.2815448495466346,5.882352941176472,0.9411764705882353,0.058823529411764705,"Nagasaki, Japan",0,0,0
Nara,Japan,34.317451,135.871644,92,2,88,2,6.916653572639523,2.1739130434782608,0.9565217391304348,0.021739130434782608,"Nara, Japan",0,0,0
Narino,Colombia,1.2892,-77.3579,1210,50,199,961,74.20617787895439,4.132231404958676,0.16446280991735537,0.04132231404958678,"Narino, Colombia",0,0,0
Navarra,Spain,42.6954,-1.6761,5259,490,3905,864,809.1441442827557,9.317360714964822,0.7425366039170945,0.09317360714964822,"Navarra, Spain",0,0,0
Nayarit,Mexico,21.7514,-104.8455,638,68,392,178,49.51221158942736,10.658307210031348,0.6144200626959248,0.10658307210031348,"Nayarit, Mexico",0,0,0
Nenets Autonomous Okrug,Russia,68.27557185,57.1686375,74,0,15,59,168.19328590585718,0.0,0.20270270270270271,0.0,"Nenets Autonomous Okrug, Russia",0,0,0
New Brunswick,Canada,46.5653,-66.4619,133,0,120,13,17.051435076981463,0.0,0.9022556390977443,0.0,"New Brunswick, Canada",0,0,0
New Caledonia,France,-20.904305,165.618042,20,0,18,2,7.005474778539429,0.0,0.9,0.0,"New Caledonia, France",0,0,0
New South Wales,Australia,-33.8688,151.2093,3104,48,2691,365,38.23601872382361,1.5463917525773196,0.8669458762886598,0.015463917525773196,"New South Wales, Australia",0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,261,3,256,2,50.06089783548954,1.1494252873563218,0.9808429118773946,0.011494252873563218,"Newfoundland and Labrador, Canada",0,0,0
Niedersachsen,Germany,52.6367,9.8451,12069,599,10700,770,151.19422011894096,4.9631286767752085,0.8865688955174413,0.049631286767752095,"Niedersachsen, Germany",0,0,0
Niigata,Japan,37.521819,138.918647,82,0,81,1,3.688533070397903,0.0,0.9878048780487805,0.0,"Niigata, Japan",0,0,0
Ningxia,China,37.2692,106.1655,75,0,75,0,1.0901162790697674,0.0,1.0,0.0,"Ningxia, China",0,0,0
Nizhny Novgorod Oblast,Russia,55.47180329999999,44.091159399999995,10503,111,3980,6412,324.6925884890094,1.0568409025992571,0.3789393506617157,0.010568409025992574,"Nizhny Novgorod Oblast, Russia",0,0,0
Nordrhein-Westfalen,Germany,51.4332,7.6616,38100,1599,34800,1701,212.4616154075602,4.196850393700787,0.9133858267716536,0.04196850393700787,"Nordrhein-Westfalen, Germany",0,0,0
Norte de Santander,Colombia,7.9463,-72.8988,129,14,91,24,8.647915215571075,10.852713178294573,0.7054263565891473,0.10852713178294573,"Norte de Santander, Colombia",0,0,0
North Ossetia - Alania Republic,Russia,42.79336110000001,44.6324493,3055,56,2070,929,435.33091561990125,1.833060556464812,0.6775777414075287,0.018330605564648116,"North Ossetia - Alania Republic, Russia",0,0,0
Northern Territory,Australia,-12.4634,130.8456,29,0,29,0,11.807817589576548,0.0,1.0,0.0,"Northern Territory, Australia",0,0,0
Northwest Territories,Canada,64.8255,-124.8457,5,0,5,0,11.134865490824868,0.0,1.0,0.0,"Northwest Territories, Canada",0,0,0
Nova Scotia,Canada,44.682,-63.7443,1057,60,992,5,108.1377492820656,5.676442762535478,0.9385052034058656,0.05676442762535478,"Nova Scotia, Canada",0,0,0
Novgorod Oblast,Russia,58.2843833,32.516975699999996,1430,8,391,1031,235.7883906370573,0.5594405594405595,0.27342657342657345,0.005594405594405594,"Novgorod Oblast, Russia",0,0,0
Novosibirsk Oblast,Russia,54.9720169,79.48139240000002,3020,34,1214,1772,108.28840141578121,1.1258278145695364,0.4019867549668874,0.011258278145695364,"Novosibirsk Oblast, Russia",0,0,0
Nuble,Chile,-36.7226,-71.7622,1290,0,0,1290,268.4094555033301,0.0,0.0,0.0,"Nuble, Chile",0,0,0
Nuevo Leon,Mexico,25.5922,-99.9962,1523,99,1122,302,27.147209710679906,6.500328299409062,0.7367038739330269,0.06500328299409061,"Nuevo Leon, Mexico",0,0,0
OHiggins,Chile,-34.5755,-71.0022,843,0,0,843,92.175976294482,0.0,0.0,0.0,"OHiggins, Chile",0,0,0
Oaxaca,Mexico,17.0732,-96.7266,1623,166,1068,389,39.168904861071056,10.227972889710411,0.6580406654343808,0.10227972889710413,"Oaxaca, Mexico",0,0,0
Odessa Oblast,Ukraine,46.4846,30.7326,896,17,225,654,37.64218748162003,1.8973214285714288,0.25111607142857145,0.018973214285714284,"Odessa Oblast, Ukraine",0,0,0
Oita,Japan,33.200697,131.43323999999998,60,1,58,1,5.284322998958988,1.6666666666666667,0.9666666666666667,0.016666666666666666,"Oita, Japan",0,0,0
Okayama,Japan,34.89246,133.826252,25,0,25,0,1.323041131761137,0.0,1.0,0.0,"Okayama, Japan",0,0,0
Okinawa,Japan,25.768923,126.668016,145,6,137,2,9.978199354788986,4.137931034482759,0.9448275862068966,0.041379310344827586,"Okinawa, Japan",0,0,0
Omsk Oblast,Russia,56.09352629999999,73.5099936,1437,18,386,1033,73.31329674640997,1.2526096033402925,0.2686151704940849,0.012526096033402923,"Omsk Oblast, Russia",0,0,0
Ontario,Canada,51.2538,-85.3232,30259,2375,22852,5032,205.6780575247384,7.848904458177732,0.7552133249611686,0.07848904458177733,"Ontario, Canada",0,0,0
Orel Oblast,Russia,52.96854329999999,36.0692477,2372,26,1231,1115,317.43185318910616,1.0961214165261384,0.5189713322091062,0.010961214165261383,"Orel Oblast, Russia",0,0,0
Orenburg Oblast,Russia,52.02692620000001,54.7276647,2032,7,1196,829,102.74457456060514,0.34448818897637795,0.5885826771653543,0.0034448818897637795,"Orenburg Oblast, Russia",0,0,0
Osaka,Japan,34.620965000000005,135.507481,1783,84,1602,97,20.23982891839058,4.711160964666293,0.8984856982613573,0.04711160964666293,"Osaka, Japan",0,0,0
P.A. Bolzano,Italy,46.49933453,11.35662422,2598,291,2187,120,488.054133055805,11.200923787528868,0.8418013856812933,0.11200923787528869,"P.A. Bolzano, Italy",0,0,0
P.A. Trento,Italy,46.06893511,11.12123097,4432,463,3686,283,818.5911809359866,10.446750902527077,0.8316787003610109,0.10446750902527076,"P.A. Trento, Italy",0,0,0
Pais Vasco,Spain,42.9896,-2.6189,13513,1424,16160,0,620.4657740555035,10.538000444016873,1.1958854436468587,0.10538000444016872,"Pais Vasco, Spain",0,0,0
Para,Brazil,-1.9981,-54.9306,41207,3040,0,38167,478.9915917546073,7.377387337102919,0.0,0.0737738733710292,"Para, Brazil",0,0,0
Paraiba,Brazil,-7.24,-36.782,14859,379,0,14480,369.7991626446849,2.5506427081230227,0.0,0.025506427081230233,"Paraiba, Brazil",0,0,0
Parana,Brazil,-25.2521,-52.0215,5163,199,0,4964,45.15497128421946,3.854348247143134,0.0,0.038543482471431335,"Parana, Brazil",0,0,0
Pasco,Peru,-10.39655,-75.307635,473,9,0,464,173.96101507907318,1.9027484143763211,0.0,0.019027484143763214,"Pasco, Peru",0,0,0
Penza Oblast,Russia,53.1655415,44.78791810000001,2502,20,1966,516,187.88650213456188,0.7993605115907274,0.7857713828936851,0.007993605115907274,"Penza Oblast, Russia",0,0,0
Perm Krai,Russia,58.5951603,56.3159546,1839,22,1147,670,70.1072996223584,1.1963023382272977,0.6237085372485046,0.011963023382272975,"Perm Krai, Russia",0,0,0
Pernambuco,Brazil,-8.8137,-36.9541,35508,2933,0,32575,371.53642575219965,8.260110397656868,0.0,0.08260110397656865,"Pernambuco, Brazil",0,0,0
Piaui,Brazil,-7.7183,-42.7289,5506,180,0,5326,168.2132036672067,3.2691609153650565,0.0,0.03269160915365056,"Piaui, Brazil",0,0,0
Piemonte,Italy,45.0732745,7.680687483,30715,3884,22003,4828,705.0536612060492,12.64528731889956,0.7163600846491942,0.12645287318899562,"Piemonte, Italy",0,0,0
Piura,Peru,-5.133361,-80.335861,8143,527,0,7616,397.607421875,6.471816283924843,0.0,0.06471816283924843,"Piura, Peru",0,0,0
Poltava Oblast,Ukraine,49.5883,34.5514,271,13,249,9,19.35107491293801,4.7970479704797055,0.9188191881918819,0.04797047970479705,"Poltava Oblast, Ukraine",0,0,0
Port Quarantine,Japan,,,200,0,154,46,,0.0,0.77,0.0,"Port Quarantine, Japan",0,0,0
Primorsky Krai,Russia,45.0819456,134.726645,2103,19,1160,924,109.92991771722136,0.903471231573942,0.5515929624346172,0.00903471231573942,"Primorsky Krai, Russia",0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,27,0,27,0,17.071536058877832,0.0,1.0,0.0,"Prince Edward Island, Canada",0,0,0
Pskov Oblast,Russia,57.535872899999994,28.8586826,910,10,359,541,142.95903202596512,1.0989010989010992,0.3945054945054945,0.01098901098901099,"Pskov Oblast, Russia",0,0,0
Puebla,Mexico,19.0414,-98.2063,3239,392,2144,703,49.04268348724217,12.10250077184316,0.6619326952763198,0.12102500771843161,"Puebla, Mexico",0,0,0
Puglia,Italy,41.12559576,16.86736689,4498,508,2939,1051,111.6391370379094,11.293908403734994,0.6534015117830146,0.11293908403734994,"Puglia, Italy",0,0,0
Puno,Peru,-14.995826999999998,-69.922726,386,7,0,379,31.179321486268176,1.8134715025906736,0.0,0.018134715025906734,"Puno, Peru",0,0,0
Putumayo,Colombia,0.436,-75.5277,9,1,1,7,2.5848550470730824,11.111111111111109,0.1111111111111111,0.1111111111111111,"Putumayo, Colombia",0,0,0
Qinghai,China,35.7452,95.9956,18,0,18,0,0.29850746268656714,0.0,1.0,0.0,"Qinghai, China",0,0,0
Quebec,Canada,52.9399,-73.5491,51593,4713,16803,30077,604.298079312937,9.134960169015176,0.32568371678328456,0.09134960169015177,"Quebec, Canada",0,0,0
Queensland,Australia,-27.4698,153.0251,1059,6,1047,6,20.701788681458314,0.56657223796034,0.9886685552407932,0.0056657223796034,"Queensland, Australia",0,0,0
Queretaro,Mexico,20.5888,-100.3899,960,114,625,221,42.11196782645658,11.875,0.6510416666666666,0.11875,"Queretaro, Mexico",0,0,0
Quindio,Colombia,4.461,-75.6674,112,3,78,31,20.74442863916548,2.6785714285714284,0.6964285714285714,0.026785714285714284,"Quindio, Colombia",0,0,0
Quintana Roo,Mexico,19.1817,-88.4791,1956,363,1325,268,113.50586301884978,18.55828220858896,0.6774028629856851,0.18558282208588958,"Quintana Roo, Mexico",0,0,0
Reunion,France,-21.1151,55.5364,477,1,411,65,53.277754694473856,0.20964360587002093,0.8616352201257862,0.0020964360587002098,"Reunion, France",0,0,0
Rheinland-Pfalz,Germany,50.1183,7.309,6704,230,6246,228,164.11887455188008,3.4307875894988067,0.9316825775656324,0.034307875894988064,"Rheinland-Pfalz, Germany",0,0,0
Rio Grande do Norte,Brazil,-5.4026,-36.9541,8233,341,0,7892,234.76889393424815,4.14186809182558,0.0,0.0414186809182558,"Rio Grande do Norte, Brazil",0,0,0
Rio Grande do Sul,Brazil,-30.0346,-51.2177,9919,245,0,9674,87.18283935144547,2.4700070571630204,0.0,0.024700070571630206,"Rio Grande do Sul, Brazil",0,0,0
Rio de Janeiro,Brazil,-22.9068,-43.1729,56732,5686,0,51046,328.59650912256126,10.022562222378905,0.0,0.10022562222378904,"Rio de Janeiro, Brazil",0,0,0
Risaralda,Colombia,5.3158,-75.9928,255,9,224,22,27.029863228892058,3.5294117647058822,0.8784313725490196,0.03529411764705882,"Risaralda, Colombia",0,0,0
Rivne Oblast,Ukraine,50.6199,26.2516,1823,39,960,824,157.52168191334837,2.1393307734503564,0.5266044980800878,0.021393307734503566,"Rivne Oblast, Ukraine",0,0,0
Rondonia,Brazil,-11.5057,-63.5806,5477,172,0,5305,308.17707380888737,3.1404053313857947,0.0,0.031404053313857955,"Rondonia, Brazil",0,0,0
Roraima,Brazil,-2.7376,-62.0751,3850,120,0,3730,635.5641911578989,3.116883116883117,0.0,0.03116883116883117,"Roraima, Brazil",0,0,0
Rostov Oblast,Russia,47.6222451,40.7957942,5195,40,1834,3321,123.09108123963972,0.7699711260827719,0.3530317613089509,0.007699711260827719,"Rostov Oblast, Russia",0,0,0
Ryazan Oblast,Russia,54.42267320000001,40.57052460000001,3653,9,1075,2569,325.7320276707262,0.2463728442376129,0.2942786750615932,0.0024637284423761293,"Ryazan Oblast, Russia",0,0,0
Saarland,Germany,49.3964,7.023,2732,165,2499,68,275.81778661274154,6.039531478770133,0.914714494875549,0.06039531478770132,"Saarland, Germany",0,0,0
Sachsen,Germany,51.1045,13.2017,5309,211,4900,198,130.1883771132315,3.9743831229986815,0.9229610096063289,0.039743831229986815,"Sachsen, Germany",0,0,0
Sachsen-Anhalt,Germany,51.9503,11.6923,1708,55,1604,49,77.34382818439892,3.2201405152224822,0.9391100702576113,0.032201405152224825,"Sachsen-Anhalt, Germany",0,0,0
Saga,Japan,33.286977,130.115738,45,0,45,0,5.523431008050707,0.0,1.0,0.0,"Saga, Japan",0,0,0
Saint Barthelemy,France,17.9,-62.8333,6,0,6,0,60.69802731411229,0.0,1.0,0.0,"Saint Barthelemy, France",0,0,0
Saint Petersburg,Russia,59.960673899999996,30.158655100000004,16689,223,6008,10458,311.831141446972,1.3362094792977408,0.3599976032116963,0.013362094792977411,"Saint Petersburg, Russia",0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,1,0,1,0,17.25625539257981,0.0,1.0,0.0,"Saint Pierre and Miquelon, France",0,0,0
Saitama,Japan,35.997101,139.347635,1003,49,905,49,13.646828513789625,4.885343968095713,0.9022931206380858,0.04885343968095713,"Saitama, Japan",0,0,0
