Province/State,Country/Region,Lat,Long_,Total Cases,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio,Death rate,hover_name,New Cases,New Recovered,New Deaths
Basilicata,Italy,40.63947052,15.80514834,399,27,339,33,70.8868315718222,6.7669172932330826,0.06766917293233082,"Basilicata, Italy",0,0,0
Bayern,Germany,48.7904,11.4979,47073,2460,42660,1953,359.97556268119513,5.225925689885922,0.05225925689885922,"Bayern, Germany",0,0,0
Beijing,China,40.1824,116.4142,593,9,581,3,2.7530176415970287,1.5177065767284992,0.01517706576728499,"Beijing, China",0,0,0
Berlin,Germany,52.52,13.405,6766,197,6240,329,185.6330041543821,2.9116169080697607,0.029116169080697606,"Berlin, Germany",0,0,0
Bermuda,United Kingdom,32.3078,-64.7505,140,9,92,39,224.8165336502176,6.428571428571429,0.06428571428571428,"Bermuda, United Kingdom",0,0,0
Biobio,Chile,-37.4464,-72.1416,1778,11,0,1767,114.20826628897005,0.6186726659167604,0.006186726659167604,"Biobio, Chile",0,0,0
Bolivar,Colombia,8.6704,-74.03,2661,133,406,2122,128.54389380274478,4.998121007140173,0.04998121007140173,"Bolivar, Colombia",0,0,0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,6,0,6,0,22.88242248579383,0.0,0.0,"Bonaire, Sint Eustatius and Saba, Netherlands",0,0,0
Boyaca,Colombia,5.4545,-73.362,182,10,66,106,14.950187945219884,5.494505494505495,0.054945054945054944,"Boyaca, Colombia",0,0,0
Brandenburg,Germany,52.4125,12.5316,3271,169,3000,102,130.2192707800457,5.1666157138489766,0.05166615713848976,"Brandenburg, Germany",0,0,0
Bremen,Germany,53.0793,8.8017,1404,42,1200,162,205.5679032952359,2.9914529914529915,0.029914529914529916,"Bremen, Germany",0,0,0
British Columbia,Canada,53.7267,-127.6476,2562,164,2177,221,50.127990730430575,6.401249024199843,0.06401249024199844,"British Columbia, Canada",0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,8,1,7,0,26.457651222012768,12.5,0.125,"British Virgin Islands, United Kingdom",0,0,0
C. Valenciana,Spain,39.484,-0.7533,11191,1334,9970,0,224.946125292439,11.920293092663748,0.11920293092663747,"C. Valenciana, Spain",0,0,0
Cajamarca,Peru,-6.430284,-78.74559599999998,669,3,0,666,46.02049941528514,0.4484304932735426,0.004484304932735426,"Cajamarca, Peru",0,0,0
Calabria,Italy,38.90597598,16.59440194,1158,97,902,159,59.472115640909635,8.376511226252159,0.08376511226252159,"Calabria, Italy",0,0,0
Caldas,Colombia,5.2983,-75.2479,135,6,84,45,13.523598679696072,4.4444444444444455,0.044444444444444446,"Caldas, Colombia",0,0,0
Callao,Peru,-11.954609,-77.136042,9953,289,0,9664,880.8744136649261,2.9036471415653566,0.029036471415653572,"Callao, Peru",0,0,0
Campania,Italy,40.83956555,14.25084984,4787,411,3390,986,82.51041247966972,8.58575308126175,0.0858575308126175,"Campania, Italy",0,0,0
Campeche,Mexico,19.8301,-90.5349,535,81,331,123,53.46701085430289,15.140186915887849,0.15140186915887852,"Campeche, Mexico",0,0,0
Canarias,Spain,28.2916,-16.6291,2333,151,1537,645,105.7138494205223,6.472353193313332,0.06472353193313331,"Canarias, Spain",0,0,0
Cantabria,Spain,43.1828,-3.9878,2298,202,2287,0,395.08906696742486,8.790252393385552,0.08790252393385553,"Cantabria, Spain",0,0,0
Capital District,Colombia,4.711,-74.0721,8536,238,2837,5461,115.1558043462952,2.788191190253046,0.02788191190253046,"Capital District, Colombia",0,0,0
Caqueta,Colombia,0.8699,-73.8419,24,1,7,16,5.977747833689093,4.166666666666667,0.041666666666666664,"Caqueta, Colombia",0,0,0
Casanare,Colombia,5.7589,-71.5724,33,0,18,15,7.847725586439131,0.0,0.0,"Casanare, Colombia",0,0,0
Castilla - La Mancha,Spain,39.2796,-3.0977,17122,2945,6392,7785,841.4267791124475,17.200093447027214,0.17200093447027218,"Castilla - La Mancha, Spain",0,0,0
Castilla y Leon,Spain,41.8357,-4.3976,18747,1922,8716,8109,778.6162336106206,10.252307035792393,0.10252307035792393,"Castilla y Leon, Spain",0,0,0
Catalonia,Spain,41.5912,1.5209,58699,5584,26203,26912,775.781871267973,9.512938891633588,0.09512938891633588,"Catalonia, Spain",0,0,0
Cauca,Colombia,2.705,-76.82600000000002,90,4,41,45,6.145492486111188,4.4444444444444455,0.044444444444444446,"Cauca, Colombia",0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,141,1,68,72,214.54656116859402,0.7092198581560284,0.0070921985815602835,"Cayman Islands, United Kingdom",0,0,0
Ceara,Brazil,-5.4984,-39.3206,38395,2859,0,35536,420.4409992993928,7.446282067977601,0.07446282067977601,"Ceara, Brazil",0,0,0
Cesar,Colombia,9.3373,-73.6536,130,12,59,59,10.828153866400573,9.23076923076923,0.09230769230769231,"Cesar, Colombia",0,0,0
Ceuta,Spain,35.8894,-5.3213,145,4,163,0,170.9321104810855,2.7586206896551726,0.027586206896551724,"Ceuta, Spain",0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,560,45,512,3,328.4476741799072,8.035714285714286,0.08035714285714286,"Channel Islands, United Kingdom",0,0,0
Chiapas,Mexico,16.7569,-93.1292,1566,125,878,563,27.32809259860669,7.982120051085569,0.07982120051085569,"Chiapas, Mexico",0,0,0
Chiba,Japan,35.510141,140.198917,906,45,804,57,14.474272380244567,4.966887417218543,0.04966887417218543,"Chiba, Japan",0,0,0
Chihuahua,Mexico,28.63300000000001,-106.0691,1505,305,1035,165,39.58977105537912,20.265780730897013,0.2026578073089701,"Chihuahua, Mexico",0,0,0
Choco,Colombia,5.2528,-76.82600000000002,196,5,18,173,36.64743299689992,2.5510204081632653,0.025510204081632654,"Choco, Colombia",0,0,0
Chongqing,China,30.0572,107.874,579,6,573,0,1.8665377176015476,1.0362694300518134,0.010362694300518135,"Chongqing, China",0,0,0
Ciudad de Mexico,Mexico,19.4326,-99.1332,23623,2536,17060,4027,261.9351354887569,10.73530034288617,0.1073530034288617,"Ciudad de Mexico, Mexico",0,0,0
Coahuila,Mexico,27.0587,-101.7068,1015,75,740,200,31.53427449420888,7.389162561576356,0.07389162561576355,"Coahuila, Mexico",0,0,0
Colima,Mexico,19.1223,-104.0072,136,21,72,43,17.32146473362517,15.441176470588234,0.15441176470588236,"Colima, Mexico",0,0,0
Coquimbo,Chile,-29.959,-71.3389,537,2,0,535,70.88304166127674,0.37243947858473,0.0037243947858473,"Coquimbo, Chile",0,0,0
Cordoba,Colombia,8.0493,-75.574,101,6,25,70,5.658951256259163,5.9405940594059405,0.0594059405940594,"Cordoba, Colombia",0,0,0
Cundinamarca,Colombia,5.026,-74.03,757,15,244,498,25.933005830644113,1.9815059445178336,0.019815059445178335,"Cundinamarca, Colombia",0,0,0
Curacao,Netherlands,12.1696,-68.99,18,1,14,3,10.968921389396709,5.5555555555555545,0.05555555555555555,"Curacao, Netherlands",0,0,0
Cusco,Peru,-13.191068,-72.153609,916,3,0,913,67.49686832215754,0.3275109170305677,0.0032751091703056767,"Cusco, Peru",0,0,0
Diamond Princess,Canada,,,1,1,0,0,,100.0,1.0,"Diamond Princess, Canada",0,0,0
Distrito Federal,Brazil,-15.7998,-47.8645,8722,154,0,8568,289.26118673365016,1.7656500802568218,0.01765650080256822,"Distrito Federal, Brazil",0,0,0
Durango,Mexico,24.5593,-104.6588,322,34,179,109,17.22850129160255,10.559006211180122,0.10559006211180125,"Durango, Mexico",0,0,0
Ehime,Japan,33.624835,132.856842,83,4,50,29,6.197660569811419,4.819277108433735,0.04819277108433735,"Ehime, Japan",0,0,0
Emilia-Romagna,Italy,44.49436681,11.3417208,27739,4102,20073,3564,622.0236139798458,14.787843829986661,0.1478784382998666,"Emilia-Romagna, Italy",0,0,0
Espirito Santo,Brazil,-19.1834,-40.3089,12903,560,0,12343,321.07797394647463,4.3400759513291485,0.04340075951329148,"Espirito Santo, Brazil",0,0,0
Extremadura,Spain,39.4937,-6.0679,2963,507,2652,0,278.1052426076379,17.1110361120486,0.171110361120486,"Extremadura, Spain",0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,13,0,13,0,373.2414585127763,0.0,0.0,"Falkland Islands (Malvinas), United Kingdom",0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,187,0,187,0,382.686994781541,0.0,0.0,"Faroe Islands, Denmark",81,60,0
French Guiana,France,4.0,-53.0,450,1,172,277,150.66190798240268,0.2222222222222222,0.0022222222222222222,"French Guiana, France",559,612,52
French Polynesia,France,-17.6797,-149.4068,60,0,60,0,21.359610400706288,0.0,0.0,"French Polynesia, France",0,0,0
Friuli Venezia Giulia,Italy,45.6494354,13.76813649,3267,333,2611,323,268.84021000312697,10.192837465564738,0.10192837465564739,"Friuli Venezia Giulia, Italy",0,0,0
Fujian,China,26.0789,117.9874,358,1,355,2,0.9083988835320984,0.2793296089385475,0.002793296089385475,"Fujian, China",0,0,0
Fukui,Japan,35.846614,136.22465400000002,122,8,109,5,15.886719874156347,6.557377049180328,0.06557377049180328,"Fukui, Japan",0,0,0
Fukuoka,Japan,33.526032,130.666949,727,25,616,86,14.24462627841602,3.43878954607978,0.0343878954607978,"Fukuoka, Japan",0,0,0
Fukushima,Japan,37.378867,140.223295,81,0,74,7,4.389009270562915,0.0,0.0,"Fukushima, Japan",0,0,0
Galicia,Spain,42.5751,-8.1339,9117,608,9204,0,337.6115234511697,6.668860370735987,0.06668860370735988,"Galicia, Spain",0,0,0
Gansu,China,35.7518,104.2861,139,2,137,0,0.5271141448615851,1.4388489208633093,0.014388489208633094,"Gansu, China",0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,161,0,148,13,477.87242883856214,0.0,0.0,"Gibraltar, United Kingdom",0,0,0
Gifu,Japan,35.778671,137.055925,150,7,141,2,7.550638356135424,4.666666666666667,0.04666666666666667,"Gifu, Japan",0,0,0
Goias,Brazil,-15.827,-49.8362,3319,119,0,3200,47.29029057240487,3.5854172943657727,0.035854172943657725,"Goias, Brazil",0,0,0
Grand Princess,Canada,,,13,0,13,0,,0.0,0.0,"Grand Princess, Canada",0,0,0
Greenland,Denmark,71.7069,-42.6043,13,0,11,2,22.898611991826957,0.0,0.0,"Greenland, Denmark",0,0,0
Guadeloupe,France,16.265,-61.551,162,14,138,10,40.4871453313573,8.641975308641975,0.08641975308641975,"Guadeloupe, France",0,0,0
Guainia,Colombia,2.5854,-68.5247,6,0,0,6,12.470382840753212,0.0,0.0,"Guainia, Colombia",0,0,0
Guanajuato,Mexico,21.019000000000002,-101.2574,1384,105,823,456,22.221597819585995,7.586705202312138,0.07586705202312138,"Guanajuato, Mexico",0,0,0
Guangdong,China,23.3417,113.4244,1593,8,1583,2,1.4040190375462718,0.5021971123666039,0.005021971123666039,"Guangdong, China",0,0,0
Guangxi,China,23.8298,108.7881,254,2,252,0,0.5156313438895656,0.7874015748031497,0.007874015748031496,"Guangxi, China",0,0,0
Guerrero,Mexico,17.4392,-99.5451,1643,242,1085,316,44.92694654267595,14.729153986609859,0.1472915398660986,"Guerrero, Mexico",0,0,0
Guizhou,China,26.8154,106.8748,147,2,145,0,0.4083333333333333,1.3605442176870748,0.013605442176870748,"Guizhou, China",0,0,0
Gunma,Japan,36.504479,138.985605,149,19,117,13,7.670701421293455,12.751677852348996,0.12751677852348994,"Gunma, Japan",0,0,0
Hainan,China,19.1959,109.7453,169,6,163,0,1.809421841541756,3.5502958579881656,0.03550295857988166,"Hainan, China",0,0,0
Hamburg,Germany,53.5511,9.9937,5078,245,4700,133,275.8015380362257,4.824734147302087,0.04824734147302087,"Hamburg, Germany",0,0,0
Hebei,China,37.8957,114.9042,328,6,322,0,0.4340921122286924,1.8292682926829267,0.018292682926829267,"Hebei, China",0,0,0
Heilongjiang,China,47.861999999999995,127.7615,945,13,932,0,2.504638218923933,1.3756613756613756,0.013756613756613757,"Heilongjiang, China",0,0,0
Henan,China,33.882,113.61399999999999,1276,22,1254,0,1.3284747527329517,1.7241379310344829,0.017241379310344827,"Henan, China",0,0,0
Hessen,Germany,50.6521,9.1624,9962,476,8800,686,158.98984472715338,4.778156996587032,0.04778156996587031,"Hessen, Germany",0,0,0
Hidalgo,Mexico,20.0911,-98.7624,1599,287,870,442,51.8076965695464,17.94871794871795,0.1794871794871795,"Hidalgo, Mexico",0,0,0
Hiroshima,Japan,34.605309000000005,132.788719,164,3,151,10,5.848418270316032,1.8292682926829267,0.018292682926829267,"Hiroshima, Japan",0,0,0
Hokkaido,Japan,43.385711,142.552318,1073,86,770,217,20.43790448432005,8.014911463187325,0.08014911463187326,"Hokkaido, Japan",0,0,0
Hong Kong,China,22.3,114.2,1079,4,1035,40,14.392446673250644,0.3707136237256719,0.0037071362372567192,"Hong Kong, China",0,0,0
Huancavelica,Peru,-13.023888,-75.00277,383,1,0,382,104.84533260333971,0.2610966057441253,0.0026109660574412533,"Huancavelica, Peru",0,0,0
Huanuco,Peru,-9.421676,-76.040642,780,9,0,771,102.59108246744707,1.1538461538461535,0.011538461538461539,"Huanuco, Peru",0,0,0
Hubei,China,30.9756,112.2707,68135,4512,63619,4,115.15125908399528,6.622147207749322,0.06622147207749321,"Hubei, China",0,0,0
Huila,Colombia,2.5359,-75.5277,251,13,158,80,22.81017751952497,5.179282868525896,0.05179282868525897,"Huila, Colombia",0,0,0
Hunan,China,27.6104,111.7088,1019,4,1015,0,1.4770256558921582,0.3925417075564279,0.003925417075564278,"Hunan, China",0,0,0
Hyogo,Japan,35.039913,134.828057,699,41,625,33,12.787700390948725,5.865522174535051,0.058655221745350504,"Hyogo, Japan",0,0,0
Ibaraki,Japan,36.303588,140.319591,168,10,147,11,5.873495397522015,5.9523809523809526,0.05952380952380952,"Ibaraki, Japan",0,0,0
Ica,Peru,-14.235097,-75.574821,2662,222,0,2440,272.9696472518458,8.339594290007513,0.08339594290007513,"Ica, Peru",0,0,0
Inner Mongolia,China,44.0935,113.9448,232,1,205,26,0.9155485398579322,0.4310344827586207,0.004310344827586207,"Inner Mongolia, China",0,0,0
Ishikawa,Japan,36.769464,136.771027,298,24,218,56,26.19437102304841,8.053691275167786,0.08053691275167785,"Ishikawa, Japan",0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,336,24,309,3,395.14535704205474,7.142857142857142,0.07142857142857142,"Isle of Man, United Kingdom",0,0,0
Jalisco,Mexico,20.6595,-103.3494,1524,136,900,488,18.12194571193027,8.923884514435695,0.08923884514435695,"Jalisco, Mexico",0,0,0
Jiangsu,China,32.9711,119.455,653,0,653,0,0.8110793690224817,0.0,0.0,"Jiangsu, China",0,0,0
Jiangxi,China,27.614,115.7221,937,1,936,0,2.01592082616179,0.10672358591248668,0.0010672358591248667,"Jiangxi, China",0,0,0
Jilin,China,43.6661,126.1923,155,2,142,11,0.5732248520710059,1.2903225806451613,0.012903225806451613,"Jilin, China",0,0,0
Junin,Peru,-11.541783,-74.876968,1675,16,0,1659,123.02607418288652,0.9552238805970148,0.00955223880597015,"Junin, Peru",0,0,0
Kagawa,Japan,34.217292,133.969047,28,0,28,0,2.927807584485548,0.0,0.0,"Kagawa, Japan",0,0,0
Kagoshima,Japan,31.009484000000004,130.430665,10,0,10,0,0.6241133689452422,0.0,0.0,"Kagoshima, Japan",0,0,0
Kanagawa,Japan,35.415312,139.338983,1359,85,1061,213,14.774520594529314,6.254598969830758,0.06254598969830757,"Kanagawa, Japan",0,0,0
Kochi,Japan,33.422519,133.367307,74,3,70,1,10.601278743433296,4.0540540540540535,0.04054054054054054,"Kochi, Japan",0,0,0
Kumamoto,Japan,32.608154,130.74523100000002,47,3,39,5,2.6894533943476846,6.382978723404255,0.06382978723404255,"Kumamoto, Japan",0,0,0
Kyoto,Japan,35.253815,135.443341,358,16,323,19,13.860083617342449,4.46927374301676,0.0446927374301676,"Kyoto, Japan",0,0,0
La Guajira,Colombia,11.3548,-72.5205,57,4,14,39,6.4731534478059425,7.0175438596491215,0.07017543859649122,"La Guajira, Colombia",0,0,0
La Libertad,Peru,-7.92139,-78.370238,3818,174,0,3644,189.30979769932569,4.5573598742797286,0.045573598742797275,"La Libertad, Peru",0,0,0
La Rioja,Spain,42.2871,-2.5396,4048,360,3107,581,1290.9357051513055,8.893280632411066,0.08893280632411067,"La Rioja, Spain",0,0,0
Lambayeque,Peru,-6.353049,-79.824113,7020,605,0,6415,535.5508086664631,8.618233618233619,0.08618233618233619,"Lambayeque, Peru",0,0,0
Lazio,Italy,41.89277044,12.48366722,7709,721,3825,3163,131.1259138756697,9.352704630950836,0.09352704630950837,"Lazio, Italy",0,0,0
Liaoning,China,41.2956,122.6085,149,2,147,0,0.3418215186969488,1.342281879194631,0.013422818791946308,"Liaoning, China",0,0,0
Liguria,Italy,44.41149315,8.9326992,9619,1452,7173,994,620.3245111695816,15.095124233288285,0.15095124233288285,"Liguria, Italy",0,0,0
Lima,Peru,-11.766533,-76.60449799999998,87478,1473,0,86005,823.0512301829987,1.683851939916322,0.01683851939916322,"Lima, Peru",0,0,0
Lombardia,Italy,45.46679409,9.190347404,88537,16012,49842,22683,880.0392502455626,18.085094367326654,0.18085094367326654,"Lombardia, Italy",0,0,0
Loreto,Peru,-4.124847,-74.424115,3959,289,0,3670,385.266640716232,7.299823187673656,0.07299823187673656,"Loreto, Peru",0,0,0
Los Lagos,Chile,-41.9198,-72.1416,822,13,0,809,99.19054721325243,1.5815085158150852,0.015815085158150853,"Los Lagos, Chile",0,0,0
Los Rios,Chile,-40.231,-72.3311,330,6,0,324,85.75059050974828,1.818181818181818,0.01818181818181818,"Los Rios, Chile",0,0,0
Macau,China,22.1667,113.55,45,0,45,0,6.930092308829553,0.0,0.0,"Macau, China",0,0,0
Madre de Dios,Peru,-11.972699,-70.53171999999998,402,6,0,396,231.30034522439587,1.492537313432836,0.014925373134328358,"Madre de Dios, Peru",0,0,0
Madrid,Spain,40.4168,-3.7038,68597,8691,40736,19170,1032.8308526993824,12.669650276251149,0.1266965027625115,"Madrid, Spain",0,0,0
Magallanes,Chile,-52.368,-70.9863,1047,19,0,1028,628.7042207850698,1.8147086914995223,0.018147086914995225,"Magallanes, Chile",0,0,0
Magdalena,Colombia,10.4113,-74.4057,556,37,163,356,41.438543509725385,6.654676258992807,0.06654676258992806,"Magdalena, Colombia",0,0,0
Manitoba,Canada,53.7609,-98.8139,294,7,273,14,21.342749309082933,2.380952380952381,0.023809523809523808,"Manitoba, Canada",0,0,0
Maranhao,Brazil,-4.9609,-45.2744,30482,911,0,29571,430.82996745948975,2.988649038776983,0.029886490387769832,"Maranhao, Brazil",0,0,0
Marche,Italy,43.61675973,13.5188753,6723,986,4385,1352,440.7741312855224,14.666071694184144,0.14666071694184143,"Marche, Italy",0,0,0
Martinique,France,14.6415,-61.0242,200,14,98,88,53.29567105911822,7.0,0.07,"Martinique, France",0,0,0
Mato Grosso,Brazil,-12.6819,-56.9211,2103,56,0,2047,60.35358072083355,2.662862577270566,0.02662862577270566,"Mato Grosso, Brazil",0,0,0
Mato Grosso do Sul,Brazil,-20.7722,-54.7852,1356,18,0,1338,48.79477622413355,1.327433628318584,0.01327433628318584,"Mato Grosso do Sul, Brazil",0,0,0
Maule,Chile,-35.5183,-71.6885,1180,15,0,1165,112.92406335231352,1.2711864406779658,0.012711864406779662,"Maule, Chile",0,0,0
Mayotte,France,-12.8275,45.166244,1699,21,1385,293,622.7709090109342,1.2360211889346675,0.012360211889346674,"Mayotte, France",0,0,0
Mecklenburg-Vorpommern,Germany,53.6127,12.4296,760,20,720,20,47.21449982139253,2.631578947368421,0.02631578947368421,"Mecklenburg-Vorpommern, Germany",0,0,0
Melilla,Spain,35.2923,-2.9381,121,2,125,0,142.8756981426159,1.6528925619834711,0.01652892561983471,"Melilla, Spain",0,0,0
Meta,Colombia,3.272,-73.0877,973,9,99,865,93.58270768532358,0.9249743062692704,0.009249743062692703,"Meta, Colombia",0,0,0
Metropolitana,Chile,-33.4376,-70.6505,72910,685,0,72225,1025.0522719016176,0.9395144698943904,0.009395144698943904,"Metropolitana, Chile",0,0,0
Mexico,Mexico,19.4969,-99.7233,14063,1087,10905,2071,80.69296221724039,7.729502951006187,0.07729502951006187,"Mexico, Mexico",0,0,0
Michoacan,Mexico,19.5665,-101.7068,1810,153,1226,431,37.509835970109016,8.453038674033149,0.08453038674033149,"Michoacan, Mexico",0,0,0
Mie,Japan,34.508018,136.376013,45,1,41,3,2.526837825302294,2.2222222222222223,0.022222222222222223,"Mie, Japan",0,0,0
Minas Gerais,Brazil,-18.5122,-44.555,9232,257,0,8975,43.6113710981416,2.783795493934142,0.027837954939341422,"Minas Gerais, Brazil",0,0,0
Miyagi,Japan,38.446859,140.927086,88,1,87,0,3.8155278977958815,1.1363636363636365,0.011363636363636364,"Miyagi, Japan",0,0,0
Miyazaki,Japan,32.193203999999994,131.299374,17,0,17,0,1.583898645393976,0.0,0.0,"Miyazaki, Japan",0,0,0
Molise,Italy,41.55774754,14.65916051,436,22,252,162,142.66222101519222,5.045871559633029,0.05045871559633028,"Molise, Italy",0,0,0
Montserrat,United Kingdom,16.742498,-62.187366,11,1,10,0,220.0440088017604,9.090909090909092,0.09090909090909091,"Montserrat, United Kingdom",0,0,0
Moquegua,Peru,-16.860271,-70.839046,447,2,0,445,231.9667877529839,0.44742729306487694,0.0044742729306487695,"Moquegua, Peru",0,0,0
Morelos,Mexico,18.6813,-99.1013,1333,262,815,256,65.21341370939572,19.654913728432106,0.19654913728432108,"Morelos, Mexico",0,0,0
Murcia,Spain,37.9922,-1.1307,1595,148,2180,0,107.21514213904629,9.278996865203762,0.09278996865203762,"Murcia, Spain",0,0,0
Nagano,Japan,36.132134,138.045528,75,0,67,8,3.660697289619727,0.0,0.0,"Nagano, Japan",0,0,0
Nagasaki,Japan,33.235712,129.608033,17,1,16,0,1.2815448495466346,5.882352941176472,0.058823529411764705,"Nagasaki, Japan",0,0,0
Nara,Japan,34.317451,135.871644,92,2,86,4,6.916653572639523,2.1739130434782608,0.021739130434782608,"Nara, Japan",0,0,0
Narino,Colombia,1.2892,-77.3579,867,39,115,713,53.17087290996154,4.498269896193771,0.04498269896193772,"Narino, Colombia",0,0,0
Navarra,Spain,42.6954,-1.6761,5238,490,3905,843,805.9131066273198,9.354715540282552,0.0935471554028255,"Navarra, Spain",0,0,0
Nayarit,Mexico,21.7514,-104.8455,524,51,327,146,40.66520199507827,9.732824427480915,0.09732824427480916,"Nayarit, Mexico",0,0,0
New Brunswick,Canada,46.5653,-66.4619,128,0,120,8,16.410403683109976,0.0,0.0,"New Brunswick, Canada",0,0,0
New Caledonia,France,-20.904305,165.618042,19,0,18,1,6.655201039612456,0.0,0.0,"New Caledonia, France",0,0,0
New South Wales,Australia,-33.8688,151.2093,3092,48,2683,361,38.08819906380882,1.552393272962484,0.015523932729624839,"New South Wales, Australia",0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,261,3,255,3,50.06089783548954,1.1494252873563218,0.011494252873563218,"Newfoundland and Labrador, Canada",0,0,0
Niedersachsen,Germany,52.6367,9.8451,11893,596,10600,697,148.9893827056562,5.0113512150004205,0.0501135121500042,"Niedersachsen, Germany",0,0,0
Niigata,Japan,37.521819,138.918647,82,0,77,5,3.688533070397903,0.0,0.0,"Niigata, Japan",0,0,0
Ningxia,China,37.2692,106.1655,75,0,75,0,1.0901162790697674,0.0,0.0,"Ningxia, China",0,0,0
Nordrhein-Westfalen,Germany,51.4332,7.6616,37803,1587,34300,1916,210.80541856304455,4.198079517498611,0.04198079517498611,"Nordrhein-Westfalen, Germany",0,0,0
Norte de Santander,Colombia,7.9463,-72.8988,128,13,83,32,8.580877113124787,10.15625,0.1015625,"Norte de Santander, Colombia",0,0,0
Northern Territory,Australia,-12.4634,130.8456,29,0,29,0,11.807817589576548,0.0,0.0,"Northern Territory, Australia",0,0,0
Northwest Territories,Canada,64.8255,-124.8457,5,0,5,0,11.134865490824868,0.0,0.0,"Northwest Territories, Canada",0,0,0
Nova Scotia,Canada,44.682,-63.7443,1055,59,978,18,107.93313670064259,5.592417061611375,0.055924170616113746,"Nova Scotia, Canada",0,0,0
Nuble,Chile,-36.7226,-71.7622,1242,22,0,1220,258.4221269264621,1.7713365539452497,0.017713365539452495,"Nuble, Chile",0,0,0
Nuevo Leon,Mexico,25.5922,-99.9962,1361,85,975,301,24.259587929241857,6.245407788390889,0.06245407788390889,"Nuevo Leon, Mexico",0,0,0
OHiggins,Chile,-34.5755,-71.0022,745,14,0,731,81.46038237175456,1.8791946308724832,0.01879194630872483,"OHiggins, Chile",0,0,0
Oaxaca,Mexico,17.0732,-96.7266,1251,141,778,332,30.19118914430061,11.270983213429256,0.11270983213429256,"Oaxaca, Mexico",0,0,0
Oita,Japan,33.200697,131.43323999999998,60,1,58,1,5.284322998958988,1.6666666666666667,0.016666666666666666,"Oita, Japan",0,0,0
Okayama,Japan,34.89246,133.826252,25,0,25,0,1.323041131761137,0.0,0.0,"Okayama, Japan",0,0,0
Okinawa,Japan,25.768923,126.668016,145,6,136,3,9.978199354788986,4.137931034482759,0.041379310344827586,"Okinawa, Japan",0,0,0
Ontario,Canada,51.2538,-85.3232,28700,2313,21348,5039,195.08114117981404,8.059233449477354,0.08059233449477352,"Ontario, Canada",0,0,0
Osaka,Japan,34.620965000000005,135.507481,1782,82,1539,161,20.228477359827266,4.601571268237935,0.04601571268237935,"Osaka, Japan",0,0,0
P.A. Bolzano,Italy,46.49933453,11.35662422,2595,291,2150,154,487.490560153893,11.213872832369942,0.11213872832369942,"P.A. Bolzano, Italy",0,0,0
P.A. Trento,Italy,46.06893511,11.12123097,4428,462,3556,410,817.8523802311709,10.43360433604336,0.1043360433604336,"P.A. Trento, Italy",0,0,0
Pais Vasco,Spain,42.9896,-2.6189,13494,1424,16160,0,619.5933660256762,10.552838298503039,0.10552838298503038,"Pais Vasco, Spain",0,0,0
Para,Brazil,-1.9981,-54.9306,36486,2827,0,33659,424.11452463801305,7.748177383105848,0.07748177383105849,"Para, Brazil",0,0,0
Paraiba,Brazil,-7.24,-36.782,12011,327,0,11684,298.92036762401983,2.7225043709932564,0.02722504370993256,"Paraiba, Brazil",0,0,0
Parana,Brazil,-25.2521,-52.0215,4236,173,0,4063,37.04754180901677,4.084041548630784,0.04084041548630784,"Parana, Brazil",0,0,0
Pasco,Peru,-10.39655,-75.307635,426,8,0,418,156.6752482530342,1.8779342723004693,0.018779342723004695,"Pasco, Peru",0,0,0
Pernambuco,Brazil,-8.8137,-36.9541,32255,2669,0,29586,337.4988006262588,8.274686095179042,0.08274686095179042,"Pernambuco, Brazil",0,0,0
Piaui,Brazil,-7.7183,-42.7289,4503,146,0,4357,137.5706603911064,3.2422829224961136,0.03242282922496114,"Piaui, Brazil",0,0,0
Piemonte,Italy,45.0732745,7.680687483,30501,3851,20992,5658,700.141355052766,12.625815547031245,0.12625815547031244,"Piemonte, Italy",0,0,0
Piura,Peru,-5.133361,-80.335861,6942,497,0,6445,338.96484375,7.1593200806683965,0.07159320080668395,"Piura, Peru",0,0,0
Port Quarantine,Japan,,,190,0,153,37,,0.0,0.0,"Port Quarantine, Japan",0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,27,0,27,0,17.071536058877832,0.0,0.0,"Prince Edward Island, Canada",0,0,0
Puebla,Mexico,19.0414,-98.2063,2843,346,1746,751,43.04672712387449,12.170242701371789,0.1217024270137179,"Puebla, Mexico",0,0,0
Puglia,Italy,41.12559576,16.86736689,4482,500,2699,1283,111.24202138815251,11.155734047300312,0.11155734047300313,"Puglia, Italy",0,0,0
Puno,Peru,-14.995826999999998,-69.922726,322,6,0,316,26.009693053311796,1.8633540372670807,0.018633540372670808,"Puno, Peru",0,0,0
